Id,Name,Rating,Author,Genre,Made with,Tags,Github_links,Url,Total ratings,Repo_Name,repoAge,forks,watchers,stars,openIssues,closedIssues,totalIssues,issuesOpenedLast6Months,AvgIssueCloseTime,commits,dateOfLastCommit,daysOfActivity,commitsInLast6Months,committersParticipation,assets_Images,assets_Audio,assets_3D Models,assets_Shaders,assets_Fonts,assets_Videos,assets_Tilemaps,tests_hasSomeTestFolder?,tests_Test Folders,tests_hasPotentialTestFiles?,tests_hasTestFiles,docs_HasDocs,llm_testing_Bug Related Activity,llm_testing_Testing Practices,llm_testing_Troubleshooting Practices,llm_testing_Contribution Practices,engine_EngineOrFramework
8737,CGYT,,AribYadi,?,?,"Cats,GitHub,Open Source,Top-Down",https://github.com/AribYadi/CGYT,https://aribyadi.itch.io/cgyt,,CGYT,1041,0,1,1,0,0,0,0,0.0,47,2022-11-29 21:06:51+00:00,0,0,1,12,7,0,0,1,0,0,No,,No,,Yes,No,No,No,No,Bevy
9612,Chain,,Peter Yu,Puzzle,?,"2D,Mouse only,Open Source,Retro,Singleplayer",https://github.com/z29591259/Chain,https://z29591259.itch.io/chain,,Chain,2046,0,2,2,0,0,0,0,0.0,43,2022-01-11 15:37:52+00:00,682,0,1,8,8,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
8991,CheaterMind,,IBwWG,Puzzle,?,"Board Game,clone,Open Source,Singleplayer",https://github.com/IBwWG/cheatermind,https://ibwwg.itch.io/cheatermind,,cheatermind,3145,1,0,0,6,0,0,0,0.0,44,2019-05-06 14:00:48+00:00,800,0,2,0,0,0,0,0,0,0,Yes,tests,Yes,Yes,Yes,No,Yes,No,No,Unknown
10172,Chess Comp Stomp with Hacks,4.6,dtsudo,Strategy,?,"Chess,Open Source",https://github.com/dtsudo/Chess-Comp-Stomp-with-Hacks-Web-Browser-Version,https://dtsudo.itch.io/chess-comp-stomp-with-hacks,5.0,Chess-Comp-Stomp-with-Hacks-Web-Browser-Version,1386,9,6,6,0,1,1,0,0.0,6,2024-10-06 20:08:06+00:00,1021,0,1,51,28,0,0,4,0,0,No,,Yes,,Yes,Yes,Yes,No,No,Unknown
10103,Chess in Ohio,3.0,Tempetus Cabinet,"Strategy,Puzzle",Unity,"3D,Chess,Funny,Open Source,Turn-based",https://github.com/lamnguyenkhoa/ChessOhio,https://johnminer.itch.io/chess-in-ohio,1.0,ChessOhio,981,1,9,9,0,1,1,0,0.0,172,2023-05-04 16:28:24+00:00,95,0,1,38,7,30,13,2,0,0,Yes,test,Yes,Yes,Yes,No,No,No,No,Unity
10320,Chromavescence,5.0,Barney,"Platformer,Adventure,Puzzle","Paint.net,Godot,Bfxr","2D,Godot,Indie,Open Source,Pixel Art,Short,Singleplayer",https://github.com/BOBtheman2000/Chromavescence,https://maybebarney.itch.io/chromavescence,1.0,Chromavescence,805,1,1,1,0,0,0,0,0.0,10,2025-05-23 09:37:30+00:00,669,1,1,17,13,0,0,1,0,0,No,,No,,Yes,No,No,No,No,Unity
9827,Circle Jump,5.0,kidscancode,Action,?,"Arcade,Endless,Open Source",https://github.com/kidscancode/circle_jump,https://kidscancode.itch.io/circle-jump,3.0,circle_jump,2365,29,146,146,0,10,10,0,0.0,29,2020-12-18 19:28:40+00:00,612,0,3,17,11,0,3,1,0,0,Yes,tests,Yes,,Yes,No,No,No,No,Unity
9693,Circumfriends,,Lenophie,"Interactive Fiction,Visual Novel",Unity,"Cute,Open Source,Physics,Pixel Art,Unity",https://github.com/Lenophie/Circumfriends,https://lenophie.itch.io/circumfriends,,Circumfriends,2298,1,1,1,0,7,11,0,0.0,216,2019-08-20 15:52:16+00:00,59,0,1,12,0,0,0,1,0,0,No,,No,,Yes,No,No,No,No,Unity
10276,City Builders (Open Source Sandbox Game),5.0,marshmallowboy,?,"Unity,Audacity,Aseprite","City Builder,Open Source,Sandbox",https://github.com/MarshmallowBoy/CityBuilders-UnityGameEngine,https://marshmallowboy.itch.io/city-builders,1.0,CityBuilders-UnityGameEngine,1200,0,2,2,0,0,0,0,0.0,13,2022-10-07 23:03:06+00:00,106,0,2,81,4,4,0,2,0,0,No,,Yes,,Yes,No,No,No,No,Unity
9635,Clima,,Freezybird,Strategy,Godot,"Godot,Open Source,Pixel Art,Real time strategy,Simple",https://github.com/peytondwilliams/clima,https://freezybird.itch.io/clima,,clima,926,1,1,1,0,0,0,0,0.0,6,2023-03-26 20:32:22+00:00,1,0,1,1313,10,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Godot
9714,Climber,,oganm,Action,?,"2D,Godot,Open Source",https://github.com/oganm/climber,https://oganm.itch.io/climber,,climber,1273,0,0,0,0,0,0,0,0.0,1,2022-04-11 15:37:36+00:00,0,0,1,105,0,0,0,1,0,0,No,,No,,No,No,No,No,No,Unity
8754,Platformer - Level 1,,SpaceMonkey-MH,Platformer,GDevelop,"2D,Casual,Cute,Family Friendly,Funny,High Score,Indie,Open Source",https://github.com/SpaceMonkey-MH/Cnam_Level_1,https://spacemonkey-mh.itch.io/platformer-level-1,,Cnam_Level_1,465,0,0,0,0,0,0,0,0.0,4,2024-06-30 05:22:15+00:00,1,0,1,56,2,0,0,1,0,0,No,,No,,Yes,No,No,No,No,Unknown
9663,Codename: EMPTY,,A Donut with Sprinklez,Interactive Fiction,?,"Dungeon Crawler,Fantasy,Minimalist,Moddable,Open Source,Procedural Generation,Roguelite,Text based,Turn-Based Combat",https://github.com/adonutwithsprinklez/CodeNameEmpty,https://adonutwithsprinklez.itch.io/codename-empty,,CodeNameEmpty,2372,0,6,6,63,0,0,0,0.0,101,2024-02-01 22:42:28+00:00,1760,0,2,0,8,0,0,0,0,0,No,,No,,Yes,No,Yes,No,Yes,Unknown
9613,Cold Winter Nights,,paper-boy,"Survival,Strategy",Unity,"2D,Casual,Open Source,Pixel Art,Singleplayer",https://github.com/Paper-Boy/ColdWinterNights,https://paper-boy.itch.io/coldwinternights,,ColdWinterNights,1829,0,6,6,0,0,0,0,0.0,23,2020-10-12 11:58:24+00:00,9,0,2,59,0,0,12,2,0,0,No,,No,,Yes,No,No,No,No,Unity
9751,Color Switch Replica,,crew7studiogames,?,Unity,"2D,GitHub,Minimalist,Non violent,Open Source,PuzzleScript,Singleplayer,sourcecode,Sprites,Unity",https://github.com/Crew7Studio/Color_Switch_Replica,https://crew7studiogames.itch.io/color-switch-replica,,Color_Switch_Replica,2203,2,0,0,0,0,0,0,0.0,17,2019-10-01 06:08:23+00:00,5,0,1,27,1,0,0,12,1,0,No,,No,,Yes,No,No,No,No,Unknown
10330,Combo!,5.0,Gustavo Freire,Action,?,"2D,Casual,haskell,Open Source,Pixel Art,Short,Singleplayer",https://github.com/GustavoMF31/ComboGame,https://gustavo-freire.itch.io/combo,4.0,ComboGame,1610,0,0,0,0,0,0,0,0.0,21,2023-12-16 02:36:16+00:00,950,0,1,30,9,0,0,0,0,0,No,,No,,No,No,No,No,No,Unity
10363,Comeback,5.0,MadamLaunch,Puzzle,Godot,"Arcade,Casual,Colorful,combos,gamepad,Non violent,Open Source,Relaxing,Tetris,Versus",https://github.com/MadamLaunch/comeback,https://madamlaunch.itch.io/comeback,1.0,comeback,1494,0,1,1,0,0,0,0,0.0,5,2021-09-02 16:14:11+00:00,0,0,1,71,4,0,0,2,0,0,No,,No,,Yes,No,No,No,No,Godot
9389,Con sumo cuidado,4.0,J. Francisco Martín Lisaso,"Interactive Fiction,Educational",?,"Economy,Narrative,Open Source,Text based",https://github.com/jomali/con-sumo-cuidado,https://jomali.itch.io/con-sumo-cuidado,1.0,con-sumo-cuidado,2149,0,0,0,0,0,0,0,0.0,2,2019-11-17 17:36:06+00:00,0,0,1,0,0,0,0,5,0,0,No,,Yes,,Yes,No,No,No,No,Unknown
9786,Cong,,zstojanovic,Action,libGDX,"2D,Arcade,Casual,Co-op,Experimental,GitHub,libGDX,Multiplayer,Non violent,Open Source",https://github.com/zstojanovic/cong,https://zstojanovic.itch.io/cong,,cong,1793,0,1,1,0,0,0,0,0.0,55,2021-01-25 16:57:25+00:00,78,0,1,28,4,0,0,3,0,0,No,,No,,Yes,No,No,No,No,Unity
10045,Connect the dots,5.0,lambdaloop,Platformer,"Inkscape,Godot","Godot,Open Source,Puzzle-Platformer",https://github.com/lambdaloop/connect-the-dots,https://lambdaloop.itch.io/connect-the-dots,1.0,connect-the-dots,1972,0,0,0,0,0,0,0,0.0,36,2020-05-18 01:26:20+00:00,4,0,2,14,0,0,0,3,0,0,No,,No,,No,No,No,No,No,Unity
9869,coocoocoocoo,4.9,True Narwhak,"Action,Platformer",?,"2D,Bullet Hell,Difficult,Godot,Open Source,Perma Death,Short,Surreal,Vector",https://github.com/TrueNarwhak/coocoocoocoo,https://true-narwhak.itch.io/coocoocoocoo,8.0,coocoocoocoo,966,1,1,1,0,0,0,0,0.0,2,2023-02-12 20:00:06+00:00,-1,0,1,107,179,0,0,1,0,0,No,,No,,No,No,No,No,No,Unknown
9861,Core,5.0,Reispfannenfresser,Strategy,Unity,"2D,Ludum Dare 49,Open Source,Physics,Space,Tower Defense",https://github.com/Reispfannenfresser/Core,https://reispfannenfresser.itch.io/core,2.0,Core,1447,0,0,0,0,0,0,0,0.0,116,2022-12-16 20:46:35+00:00,422,0,1,60,10,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unity
9398,Corruption on Earth,5.0,Flaccid Sword Games,"Shooter,Action",?,"2D,desert,Fast-Paced,Horses,iran,Open Source,Pixel Art,rap,Top-Down",https://github.com/FloppySword/Corruption-On-Earth,https://flaccidsword.itch.io/corruption-on-earth,1.0,Corruption-On-Earth,851,1,1,1,0,0,0,0,0.0,52,2023-07-04 02:51:49+00:00,26,0,2,75,28,0,0,4,0,0,No,,No,,Yes,Yes,No,No,No,Unknown
9673,Cray Flyer,,Mondobe,Action,Godot,"2D,Arcade,Godot,Open Source,Short",https://github.com/mondobe/CrayFlyer,https://mondobe.itch.io/cray-flyer,,CrayFlyer,750,0,0,0,0,0,0,0,0.0,10,2023-09-19 19:55:38+00:00,2,0,1,15,4,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Godot
9578,Crazy Driver,,Antonio Gorišek,Action,?,"3D,crazy,download,drive,Low-poly,Mega Drive,Open Source,Unity",https://github.com/Antonio-Gorisek/Crazy-Driver,https://antonio-gorisek.itch.io/crazy-driver-download,,Crazy-Driver,372,0,3,3,0,0,0,0,0.0,13,2025-03-12 13:28:05+00:00,164,0,1,95,10,152,17,1,0,0,No,,No,,Yes,No,No,No,No,Unity
9731,Crossroad Blues,,Lee-Orr,?,?,"2D,bevy,Open Source",https://github.com/lee-orr/crossroad-blues,https://lee-orr.itch.io/crossroad-blues,,crossroad-blues,758,0,0,0,0,10,10,0,0.0,98,2023-09-26 15:42:57+00:00,17,0,1,6,5,3,0,2,0,0,No,,No,,Yes,No,No,No,No,Unity
8965,CrossRoads,,anderson_r_santos,Action,?,"3D,Atmospheric,Indie,linux,Open Source,Short,Singleplayer,Third Person",https://github.com/Anderson-r-santos/CrossRoads,https://anderson-r-santos.itch.io/crossroads,,CrossRoads,1064,0,0,0,0,0,0,0,0.0,30,2025-04-10 22:23:06+00:00,885,1,1,93,16,12,0,6,7,0,No,,No,,Yes,No,No,No,No,Unknown
4593,Upheaval,,"Interactive Fiction,Role Playing","Exploration,Fantasy,Medieval,Open World,Roguelike,Roguelite,Story Rich,Text based,Turn-based",About an hour,English,https://github.com/khanshoaib3/CrossSpeak,https://leonegaming.itch.io/upheaval,,CrossSpeak,641,4,7,7,1,0,1,0,0.0,22,2024-02-18 08:18:50+00:00,45,0,1,0,0,0,0,0,0,0,No,,No,,Yes,Yes,No,No,No,Unknown
9376,Tower of the Cryptolich,4.0,Don Bisdorf,Action,?,"Arcade,LÖVE,Open Source,Retro,Sci-fi,Short",https://github.com/dbisdorf/cryptolich,https://dbisdorf.itch.io/tower-of-the-cryptolich,1.0,cryptolich,830,0,0,0,0,0,0,0,0.0,106,2023-06-29 18:55:58+00:00,0,0,1,4,16,0,0,1,0,0,No,,No,,Yes,No,No,No,No,LÖVE
8736,Cubicle Knight,,clydeshaffer,Platformer,?,"Open Source,Retro",https://github.com/clydeshaffer/cubicleknight,https://clydeshaffer.itch.io/cubicle-knight,,cubicleknight,1916,2,3,3,0,0,0,0,0.0,42,2024-07-05 21:56:21+00:00,1458,0,1,4,0,0,0,0,0,4,No,,No,,Yes,No,No,No,No,Unknown
9903,Cubyz,,?,?,Lightweight Java Game Library,"3D,Exploration,First-Person,Open Source,Open World,Pixel Art,Procedural Generation,Sandbox,Voxel",https://github.com/PixelGuys/Cubyz,https://zenith391.itch.io/cubyz,,Cubyz,2436,81,646,646,562,0,0,410,112.72,1407,2025-10-05 19:03:35+00:00,2435,281,31,856,0,24,49,0,0,0,Yes,test,Yes,Yes,Yes,Yes,Yes,Yes,No,Unity
4654,Cute Mold,,Simulation,"cellular-automata,emergent,evolution,Experimental,golang,Life Simulation,Open Source,Procedural Generation,Sandbox",A few minutes,?,https://github.com/abcdeab/CuteMold,https://erytau.itch.io/cute-mold,,CuteMold,1188,1,13,13,0,0,0,0,0.0,40,2022-07-23 11:42:43+00:00,17,0,1,0,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
9772,Cyan Fish,,Spidakid,Survival,MonoGame,"2D,8-Bit,Arcade,Casual,chiptune,Cozy,one-hit-kill,Open Source,Score Attack,underwater",https://github.com/ZimCodes/CyanFish,https://spidakid.itch.io/cyan-fish,,CyanFish,1711,0,0,0,0,0,0,0,0.0,9,2021-01-30 06:12:02+00:00,1,0,1,12,4,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
9575,DATA RACE,,Stache,?,?,"Cyberpunk,LÖVE,Open Source,Pixel Art",https://github.com/Amustache/DATA-RACE,https://astache.itch.io/data-race,,DATA-RACE,932,0,1,1,0,0,0,0,0.0,5,2023-03-20 11:39:58+00:00,1,0,1,36,11,0,0,0,0,0,No,,No,,Yes,No,No,No,No,LÖVE
10153,De Spelunca Ex Elementis,4.0,Scario88,Platformer,GameMaker,"2D,8-Bit,gamepad,Metroidvania,Open Source",https://github.com/davidescarioni/de-spelunca-ex-elementis,https://scario88.itch.io/de-spelunca-ex-elementis,1.0,de-spelunca-ex-elementis,2350,1,5,5,0,0,0,0,0.0,34,2019-07-10 09:20:36+00:00,70,0,1,187,13,0,0,0,0,0,No,,No,,Yes,Yes,No,No,No,Unknown
9562,Dead Men Scale No Towers,,wyvern,"Platformer,Adventure",Godot,"2D,Game Maker's Toolkit Jam,Lo-fi,Open Source,Pixel Art,Short,Singleplayer",https://github.com/wyvernbw/dead-men-scale-no-towers,https://wyvernbw.itch.io/dead-man-scale-no-towers,,dead-men-scale-no-towers,415,0,0,0,0,0,0,0,0.0,59,2024-08-22 22:13:58+00:00,6,0,1,111,15,0,0,21,0,0,Yes,test,Yes,,Yes,No,No,No,No,Godot
9809,Defend the Earth,5.0,Roopkotha Studio,"Shooter,Action",Unity,"2D,Aliens,Arcade,Boss battle,Open Source,Shoot 'Em Up,Singleplayer,Space,Top down shooter",https://github.com/Roopkotha-Studio/Defend-the-Earth,https://roopkotha-studio.itch.io/defend-the-earth,1.0,Defend-the-Earth,2290,3,6,6,0,0,0,0,0.0,1179,2019-12-04 06:20:03+00:00,156,0,2,223,70,61,4,8,0,0,No,,No,,Yes,Yes,Yes,No,No,Unknown
9547,Defiance of Pico,,Cinghy Creations,Platformer,PICO-8,"Arcade,Casual,jumping,Open Source,PICO-8,Short,Singleplayer,Speedrun,Time Attack",https://github.com/cinghycreations/defiance_of_pico,https://cinghycreations.itch.io/defiance-of-pico,,defiance_of_pico,466,0,0,0,0,0,0,0,0.0,72,2024-07-15 12:18:38+00:00,18,0,1,10,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
9587,Deliver Deez Nuts,,Stefaaan,"Adventure,Shooter",?,"3D,Indie,Open Source,Open World,Short,Singleplayer",https://github.com/Stefaaan06/DeliverDeezNuts,https://stefaaan06.itch.io/deliver-deez-nuts,,DeliverDeezNuts,889,0,0,0,0,0,0,0,0.0,9,2025-03-04 17:35:41+00:00,674,0,1,2,8,0,13,6,0,0,No,,No,,Yes,No,No,No,No,Unity
10437,Derpy's Basics 3,,SylveonDev,Educational,?,"Baldi's Basics,Horror,Math,Open Source",https://github.com/sylveondev/derpybasics3,https://sylveondev.itch.io/derpys-basics-3,,derpybasics3,1410,0,1,1,0,0,0,0,0.0,3,2021-11-25 18:20:32+00:00,0,0,1,363,135,0,3,2,0,0,Yes,tests,Yes,Yes,Yes,No,Yes,No,No,Unity
9764,Destroy the LizardGuys,,Hairic Lilred,"Action,Platformer",?,"2D,Godot,godot-engine,hit-the-score,Open Source,Pixel Art,Short",https://github.com/Hairic95/Destroy-the-Lizard-Guys,https://hairic.itch.io/destroy-the-lizardguys,,Destroy-the-Lizard-Guys,2359,1,3,3,0,0,0,0,0.0,4,2019-04-22 16:31:14+00:00,0,0,1,30,9,0,0,8,0,0,No,,No,,Yes,No,No,No,No,Unity
10163,Destroy the Planet,3.0,elektito,Simulation,"Godot,Krita","Clicker,Idle,Incremental,Open Source",https://github.com/elektito/destroy-the-planet,https://elektito.itch.io/destroy-the-planet,5.0,destroy-the-planet,1508,2,1,1,0,0,0,0,0.0,217,2021-09-26 21:11:44+00:00,38,0,1,76,5,0,0,5,0,0,No,,No,,No,No,No,No,No,Unity
9824,Destroying Minecraft with a Kamehameha,4.3,O Programador,Survival,Unity,"blocks,dragon-ball,GitHub,goku,kamehameha,Minecraft,Open Source,photogrammetry,Unity,youtube",https://github.com/oprogramadorreal/Destroying-Minecraft,https://oprogramador.itch.io/destroying-minecraft,3.0,Destroying-Minecraft,1763,5,29,29,0,1,1,0,0.0,1,2021-05-19 21:26:05+00:00,162,0,1,102,0,8,20,7,0,0,No,,No,,Yes,No,No,No,No,Unity
9624,Destructive Drones,,Cinghy Creations,Shooter,raylib,"Destruction,Local multiplayer,LOWREZJAM,Minimalist,Open Source",https://github.com/cinghycreations/destructive_drones,https://cinghycreations.itch.io/destructive-drones,,destructive_drones,792,0,0,0,0,0,0,0,0.0,56,2023-11-30 10:44:58+00:00,115,0,1,268,4,2,0,0,1,2,No,,No,,Yes,No,No,No,No,Unknown
7798,DGS,4.9,DEAD_PROCESS,"Action,Shooter,Survival",?,"3D,Atmospheric,First-Person,Pixel Art,Short,Singleplayer,Unity",https://github.com/Kuvrot/DGS,https://deadprocess.itch.io/dgs,37.0,DGS,1010,0,3,3,0,0,0,0,0.0,31,2024-03-17 23:06:30+00:00,443,0,1,58,21,53,13,24,0,0,No,,No,,Yes,Yes,No,No,No,Unity
451,Digital Logic Sim,4.7,Sebastian Lague,Educational,?,"digital-logic,electronics,simulator",https://github.com/SebLague/Digital-Logic-Sim,https://sebastian.itch.io/digital-logic-sim,96.0,Digital-Logic-Sim,1778,506,4240,4240,136,261,397,241,0.0,143,2025-05-05 10:57:54+00:00,1623,99,5,2,0,0,4,0,0,0,Yes,tests,Yes,Yes,Yes,No,No,No,Yes,Unity
1667,Digital Logic Sim 2,4.5,Lime Inc.,"Simulation,Educational","Unity,Godot",2D,https://github.com/UkrainianBanderasCat/Digital-Logic-Sim2,https://limeinc.itch.io/digital-logic-sim2,13.0,Digital-Logic-Sim2,1265,23,89,89,10,7,17,0,0.0,139,2025-03-13 08:32:37+00:00,1058,0,5,33,3,0,15,8,0,0,,,,,Yes,No,No,No,No,Unity
9262,Its Dino to Die,,Ayslan_gamedev,Puzzle,?,"2D,Game Jam,Horror,Open Source,Pixel Art",https://github.com/ayslan-gamedev/DinoLab_Unity,https://ayslan-gamedev.itch.io/itsdinotodie,,DinoLab_Unity,668,0,0,0,0,0,0,0,0.0,28,2024-05-19 13:55:58+00:00,163,0,2,19,1,0,13,2,0,0,Yes,test,Yes,,Yes,No,No,No,No,Unity
9216,Disease it,,Sephi-Chan,Interactive Fiction,?,"2D,Multiplayer,Open Source,Turn-based",https://github.com/Sephi-Chan/disease-it,https://sephi-chan.itch.io/disease-it,,disease-it,2034,0,0,0,0,0,0,0,0.0,52,2023-10-29 16:27:47+00:00,1326,0,2,76,5,0,0,0,0,0,Yes,test,Yes,Yes,Yes,No,No,No,No,Unity
9907,Diving Assault,5.0,Thev2Andy,Shooter,Unity,"2D,Bullet Hell,Difficult,Open Source,Sound effects,Unity,wave-survival,Weapons",https://github.com/Thev2Andy/DivingAssault,https://thev2andy.itch.io/diving-assault,2.0,DivingAssault,778,0,0,0,0,0,0,0,0.0,21,2024-02-17 14:19:47+00:00,181,0,1,18,17,0,13,20,0,0,No,,No,,Yes,No,No,No,No,Unity
3689,Don't Get a Virus,4.3,Sarah B.,Shooter,LÖVE,"2D,Bullet Hell,Difficult,Funny,LÖVE,Parody,Retro,Shoot 'Em Up,Singleplayer,virus",https://github.com/1029chris/dont-get-a-virus,https://sarahduck.itch.io/dont-get-a-virus,32.0,dont-get-a-virus,3568,1,6,6,2,0,0,0,0.0,371,2017-03-15 03:18:14+00:00,440,0,2,117,33,4,0,17,0,0,No,,No,,Yes,Yes,No,No,No,Unity
7272,Dorfromantik (Prototype),4.4,?,"Strategy,Card Game,Puzzle,Simulation","Unity,Blender","Atmospheric,Casual,City Builder,Relaxing,Singleplayer,Top-Down,Unity",https://github.com/SpaceyGnat/Dorfromantik-Mod,https://toukana.itch.io/dorfromantik-prototype,169.0,Dorfromantik-Mod,1650,0,1,1,0,0,1,0,0.0,10,2021-07-19 15:58:52+00:00,110,0,1,0,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
8771,Doubloons,,Dylandoesprogramming,Action,?,"Arcade,Godot,Open Source,Pirates",https://github.com/Dylandoesprogramming/DoubloonsGame,https://dylandoesprogramming.itch.io/doubloons,,DoubloonsGame,751,0,0,0,0,0,0,0,0.0,28,2023-09-30 18:53:58+00:00,14,0,1,29,3,0,0,1,0,0,No,,No,,Yes,No,No,No,No,Unity
8930,Drag,,MoonMoth,?,GameMaker,"2D,Arcade,Asteroids,GameMaker,High Score,Open Source,Pixel Art",https://github.com/TheDevMoth/Drag-game-sourcecode,https://moonmoth.itch.io/draggame,,Drag-game-sourcecode,1592,0,1,1,0,0,0,0,0.0,6,2021-05-28 03:46:48+00:00,0,0,1,179,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,GameMaker
10000,Dude Temple,5.0,nicko-k,Sports,?,"bowling,dude,Open Source",https://github.com/nickolay-klyuev/DudeTemple,https://nicko-k.itch.io/dude-temple,1.0,DudeTemple,590,1,0,0,0,0,0,0,0.0,66,2025-03-14 15:19:51+00:00,385,0,2,17,4,20,0,0,0,0,No,,No,,Yes,No,No,No,No,Godot
9100,Dungeon of Eternal Conquest,,Júlio,"Adventure,Role Playing",?,"2D,Action RPG,conquest,dungeon,jar,java,Open Source,Pixel Art,Solo RPG",https://github.com/JulioEvencio/dungeon-of-eternal-conquest,https://julio-igreja.itch.io/dungeon-of-eternal-conquest,,dungeon-of-eternal-conquest,833,0,1,1,0,1,1,0,0.0,50,2024-02-06 23:57:50+00:00,226,0,1,18,2,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
9080,DynaDungeons,,Akien,Action,Godot,"Arcade,Godot,Local multiplayer,Open Source",https://github.com/akien-mga/dynadungeons,https://akien.itch.io/dynadungeons,,dynadungeons,3799,41,233,233,15,15,30,0,0.0,151,2024-04-24 09:30:44+00:00,3269,0,5,70,10,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Godot
10311,Edelweiss,4.0,Felix Mariotto,"Platformer,Puzzle",?,"3D,Mountains,Open Source",https://github.com/felixmariotto/Edelweiss,https://felixmariotto.itch.io/edelweiss,5.0,Edelweiss,2192,45,310,310,7,0,14,0,0.0,637,2021-01-21 17:36:47+00:00,474,0,6,14,0,0,0,1,0,0,No,,No,,Yes,Yes,No,No,No,Unknown
10155,enbody,5.0,Max Cahill,Simulation,?,"Colorful,Dreams,Experimental,Gravity,Open Source,particles,Pixel Art,psychedelic,Relaxing,Space Sim",https://github.com/1bardesign/enbody,https://1bardesign.itch.io/enbody,2.0,enbody,2115,1,8,8,0,0,0,0,0.0,18,2019-12-31 08:33:26+00:00,9,0,1,1,0,0,0,0,0,0,No,,No,,Yes,No,No,No,No,LÖVE
3619,Ending,4.6,st33d,Puzzle,?,"Board Game,Chess,Roguelike",https://github.com/st33d/Ending,https://st33d.itch.io/ending,59.0,Ending,4459,11,124,124,1,0,1,0,0.0,6,2013-07-28 11:35:37+00:00,6,0,1,2,71,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unknown
10048,Enkindle,3.0,Metasepia Games,Adventure,"GIMP,Ren'Py","Creepy,devtober,Horror,multilingual,Multiple Endings,Open Source,Point & Click,polyglot,Short",https://github.com/qirien/enkindle,https://metasepia.itch.io/enkindle,3.0,enkindle,1465,0,0,0,0,0,0,0,0.0,31,2023-09-23 14:14:53+00:00,721,0,1,131,6,0,0,5,0,0,No,,No,,Yes,No,No,No,No,Ren'Py
10027,Enter_Password,4.0,LarsIngo,"Action,Puzzle",?,"2D,GitHub,Godot,Open Source,Short,Twin Stick Shooter",https://github.com/Bjoren/Enter_Password,https://larsingo.itch.io/enter-password,2.0,Enter_Password,1514,0,0,0,0,0,0,0,0.0,169,2021-08-17 17:16:04+00:00,3,0,5,67,14,0,2,2,0,0,No,,No,,Yes,No,No,No,No,Unity
10413,Breakscape v0.2,,Pavanz,Platformer,OpenFL,"16-bit,Female Protagonist,infinite-runner,Open Source,Sci-fi,Singleplayer,Space",https://github.com/pedroavan/EscapeHaxel,https://pavanz.itch.io/escape,,EscapeHaxel,1374,0,0,0,0,0,0,0,0.0,6,2021-12-31 17:00:27+00:00,0,0,2,29,17,0,0,0,0,0,No,,No,,Yes,No,No,No,No,Unity
10431,Evacuation Earth,,golfin,?,?,"My First Game Jam,Open Source",https://github.com/golfin/Evacuation_Earth,https://golfin.itch.io/evacuation-earth,,Evacuation_Earth,2198,0,0,0,0,0,0,0,0.0,5,2019-09-30 07:45:49+00:00,0,0,1,27,3,0,0,1,0,0,No,,No,,Yes,No,No,No,No,Godot
7066,Even the Ocean,4.8,?,"Adventure,Action","OpenFL,FlashDevelop,Haxe,Adobe Photoshop","Action-Adventure,Hand-drawn,Narrative,Non violent,story,Story Rich",https://github.com/analgesicproductions/Even-The-Ocean-Open-Source,https://han-tani.itch.io/even-the-ocean,44.0,Even-The-Ocean-Open-Source,750,12,112,112,3,0,0,0,0.0,18,2024-06-21 01:13:28+00:00,277,0,3,1399,275,0,0,6,0,89,Yes,test; tests,Yes,,Yes,Yes,Yes,Yes,No,Unity
10523,Event Horizon,5.0,Pavel Zinchenko,Role Playing,Unity,"2D,Indie,Open Source,Open World,Sandbox,Sci-fi,Singleplayer,Space,Top down shooter",https://github.com/PavelZinchenko/event-horizon-main,https://pavel-zinchenko.itch.io/event-horizon,2.0,event-horizon-main,691,11,48,48,255,281,536,23,0.0,540,2025-06-16 08:59:41+00:00,578,3,2,727,62,0,22,6,0,0,Yes,tests,Yes,Yes,Yes,Yes,No,No,No,Unity
9314,Everybody Loves Pizza,,Lindsey Bieda,Interactive Fiction,?,"Casual,Dating Sim,Experimental,Open Source,Point & Click",https://github.com/LindseyB/Everybody-Loves-Pizza,https://lindseybieda.itch.io/everybody-loves-pizza,,Everybody-Loves-Pizza,3416,1,2,2,0,0,0,0,0.0,17,2016-05-29 20:38:05+00:00,0,0,1,7,3,0,0,1,0,0,No,,No,,Yes,No,No,No,No,Ren'Py
